Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
NCZ54,14.65,Non-Edible,0.06613202877895127,Non-Consumable,161.5552,OUT010,1998,Unknown,Tier 3,Grocery Store,324.9104
FDE10,6.67,Regular,0.150554711,Foods,130.0626,OUT010,1998,Unknown,Tier 3,Grocery Store,131.1626
FDR44,6.11,Regular,0.06613202877895127,Foods,131.2968,OUT010,1998,Unknown,Tier 3,Grocery Store,260.9936
FDP28,13.65,Regular,0.13497562800000001,Foods,260.0936,OUT010,1998,Unknown,Tier 3,Grocery Store,260.9936
FDX15,17.2,Low Fat,0.15616879,Foods,160.6578,OUT013,1987,High,Tier 3,Supermarket Type1,3690.5294
FDA39,6.32,Low Fat,0.06613202877895127,Foods,40.2822,OUT035,2004,Small,Tier 2,Supermarket Type1,1139.1838
FDY24,4.88,Regular,0.133700752,Foods,52.9298,OUT049,1999,Medium,Tier 1,Supermarket Type1,1995.4026
FDC60,5.425,Regular,0.115119905,Foods,88.3514,OUT017,2007,Unknown,Tier 2,Supermarket Type1,1416.8224
FDH28,15.85,Regular,0.11003099699999999,Foods,37.2506,OUT046,1997,Small,Tier 1,Supermarket Type1,265.6542
FDT25,7.5,Low Fat,0.051038045,Foods,121.7072,OUT017,2007,Unknown,Tier 2,Supermarket Type1,3552.7088
DRJ13,12.65,Low Fat,0.062837968,Drinks,161.5578,OUT013,1987,High,Tier 3,Supermarket Type1,2406.867
NCO07,12.857645184136183,Non-Edible,0.017116983,Non-Consumable,211.956,OUT019,1985,Small,Tier 1,Grocery Store,213.05599999999998
FDW20,20.75,Low Fat,0.024129332000000003,Foods,124.17299999999999,OUT013,1987,High,Tier 3,Supermarket Type1,2956.152
DRF27,12.857645184136183,Low Fat,0.049754975,Drinks,152.134,OUT019,1985,Small,Tier 1,Grocery Store,153.134
FDS49,9.0,Low Fat,0.06613202877895127,Foods,79.7644,OUT035,2004,Small,Tier 2,Supermarket Type1,1649.8524
FDX25,12.857645184136183,Low Fat,0.101561568,Foods,181.9292,OUT027,1985,Medium,Tier 3,Supermarket Type3,3101.2964
NCX42,12.857645184136183,Non-Edible,0.0059496440000000005,Non-Consumable,165.6526,OUT027,1985,Medium,Tier 3,Supermarket Type3,4769.1254
FDG33,12.857645184136183,Regular,0.13956116,Foods,170.4764,OUT027,1985,Medium,Tier 3,Supermarket Type3,3435.528
FDL56,14.1,Low Fat,0.126035694,Foods,86.4198,OUT045,2002,Unknown,Tier 2,Supermarket Type1,1133.8574
FDF14,7.55,Low Fat,0.027164679,Foods,152.334,OUT035,2004,Small,Tier 2,Supermarket Type1,2603.278
NCD06,13.0,Non-Edible,0.099325278,Non-Consumable,45.406000000000006,OUT046,1997,Small,Tier 1,Supermarket Type1,605.878
DRM47,12.857645184136183,Low Fat,0.04357366,Drinks,192.8846,OUT027,1985,Medium,Tier 3,Supermarket Type3,2293.0152
FDS46,12.857645184136183,Regular,0.082741482,Foods,118.7782,OUT019,1985,Small,Tier 1,Grocery Store,119.1782
FDB35,12.3,Regular,0.064565202,Foods,92.9804,OUT013,1987,High,Tier 3,Supermarket Type1,1929.4884
FDX21,12.857645184136183,Low Fat,0.08455456900000001,Foods,109.8912,OUT027,1985,Medium,Tier 3,Supermarket Type3,2074.6328
NCU05,12.857645184136183,Non-Edible,0.058451805,Non-Consumable,79.9618,OUT027,1985,Medium,Tier 3,Supermarket Type3,241.6854
NCR38,17.25,Non-Edible,0.113748685,Non-Consumable,251.3724,OUT045,2002,Unknown,Tier 2,Supermarket Type1,6795.1548
NCR18,15.85,Non-Edible,0.020603511,Non-Consumable,42.7112,OUT017,2007,Unknown,Tier 2,Supermarket Type1,639.168
NCU41,18.85,Non-Edible,0.052044976,Non-Consumable,192.1846,OUT035,2004,Small,Tier 2,Supermarket Type1,3248.4382
FDY56,16.35,Regular,0.06276442900000001,Foods,227.6062,OUT017,2007,Unknown,Tier 2,Supermarket Type1,7222.5984
DRJ51,14.1,Low Fat,0.08797726199999999,Drinks,229.0668,OUT035,2004,Small,Tier 2,Supermarket Type1,3225.1352
FDK21,7.905,Low Fat,0.010010425,Foods,249.0408,OUT035,2004,Small,Tier 2,Supermarket Type1,3755.112
FDY25,12.0,Low Fat,0.033946163,Foods,179.3976,OUT013,1987,High,Tier 3,Supermarket Type1,3440.8544
FDU44,12.15,Regular,0.058414678,Foods,163.4552,OUT035,2004,Small,Tier 2,Supermarket Type1,974.7312
FDL43,10.1,Low Fat,0.027106459,Foods,75.367,OUT049,1999,Medium,Tier 1,Supermarket Type1,535.969
FDF05,17.5,Low Fat,0.027022882999999998,Foods,262.491,OUT017,2007,Unknown,Tier 2,Supermarket Type1,5259.82
DRF15,12.857645184136183,Low Fat,0.058153409,Drinks,152.034,OUT019,1985,Small,Tier 1,Grocery Store,306.268
FDL20,17.1,Low Fat,0.128937661,Foods,112.3886,OUT018,2009,Medium,Tier 3,Supermarket Type2,1779.0176
FDV32,7.785,Low Fat,0.088846306,Foods,61.451,OUT049,1999,Medium,Tier 1,Supermarket Type1,759.012
FDJ34,11.8,Regular,0.09357779,Foods,125.9704,OUT013,1987,High,Tier 3,Supermarket Type1,1877.556
FDG08,13.15,Regular,0.165694678,Foods,171.8764,OUT045,2002,Unknown,Tier 2,Supermarket Type1,3779.0808
FDQ04,12.857645184136183,Low Fat,0.148392623,Foods,41.5796,OUT019,1985,Small,Tier 1,Grocery Store,41.2796
FDW13,8.5,Low Fat,0.098438394,Foods,51.1324,OUT017,2007,Unknown,Tier 2,Supermarket Type1,259.66200000000003
NCI17,8.645,Non-Edible,0.143303291,Non-Consumable,96.34100000000001,OUT013,1987,High,Tier 3,Supermarket Type1,193.082
FDY03,17.6,Regular,0.076276208,Foods,110.9202,OUT045,2002,Unknown,Tier 2,Supermarket Type1,1687.8029999999999
FDS12,9.1,Low Fat,0.175103435,Foods,127.5362,OUT017,2007,Unknown,Tier 2,Supermarket Type1,4655.9394
FDJ55,12.8,Regular,0.023511371,Foods,225.9404,OUT013,1987,High,Tier 3,Supermarket Type1,4950.8888
DRK01,7.63,Low Fat,0.06105276,Drinks,95.4436,OUT035,2004,Small,Tier 2,Supermarket Type1,1418.154
FDG28,9.285,Regular,0.049559042000000005,Foods,246.4144,OUT017,2007,Unknown,Tier 2,Supermarket Type1,1225.072
FDY38,13.6,Regular,0.119418124,Foods,231.03,OUT045,2002,Unknown,Tier 2,Supermarket Type1,5359.69
FDN01,8.895,Low Fat,0.072545601,Foods,176.237,OUT045,2002,Unknown,Tier 2,Supermarket Type1,1764.37
NCR54,16.35,Non-Edible,0.090486828,Non-Consumable,195.21099999999998,OUT013,1987,High,Tier 3,Supermarket Type1,2553.343
FDG29,17.6,Low Fat,0.056245075,Foods,43.3454,OUT013,1987,High,Tier 3,Supermarket Type1,1006.6896
FDG24,7.975,Low Fat,0.014618973,Foods,85.225,OUT013,1987,High,Tier 3,Supermarket Type1,1081.925
FDG59,15.85,Low Fat,0.04347912599999999,Foods,36.7164,OUT017,2007,Unknown,Tier 2,Supermarket Type1,308.9312
FDM28,15.7,Low Fat,0.045166237000000005,Foods,178.666,OUT013,1987,High,Tier 3,Supermarket Type1,2516.724
FDW04,8.985,Regular,0.057827101,Foods,128.83100000000002,OUT046,1997,Small,Tier 1,Supermarket Type1,1428.141
FDS26,20.35,Low Fat,0.089394766,Foods,260.1594,OUT013,1987,High,Tier 3,Supermarket Type1,2093.2752
FDQ56,6.59,Low Fat,0.10550944,Foods,85.6908,OUT013,1987,High,Tier 3,Supermarket Type1,1929.4884
FDK51,19.85,Low Fat,0.005234153,Foods,264.0884,OUT035,2004,Small,Tier 2,Supermarket Type1,5829.7448
FDL22,16.85,Low Fat,0.036390174,Foods,91.4488,OUT046,1997,Small,Tier 1,Supermarket Type1,2082.6224
FDH19,12.857645184136183,Low Fat,0.03292824,Foods,173.1738,OUT027,1985,Medium,Tier 3,Supermarket Type3,7298.4996
FDY55,16.75,Low Fat,0.081252534,Foods,256.4988,OUT013,1987,High,Tier 3,Supermarket Type1,7452.9652
FDY03,17.6,Regular,0.076552407,Foods,110.5202,OUT017,2007,Unknown,Tier 2,Supermarket Type1,450.0808
FDK21,7.905,Low Fat,0.016758568999999997,Foods,250.4408,OUT010,1998,Unknown,Tier 3,Grocery Store,500.6816
FDZ10,12.857645184136183,Low Fat,0.044248175,Foods,126.20200000000001,OUT027,1985,Medium,Tier 3,Supermarket Type3,3668.558
FDZ32,7.785,Regular,0.038288087,Foods,103.1964,OUT018,2009,Medium,Tier 3,Supermarket Type2,736.3748
NCZ18,7.825,Non-Edible,0.186032678,Non-Consumable,253.0698,OUT035,2004,Small,Tier 2,Supermarket Type1,6088.0752
NCF07,12.857645184136183,Non-Edible,0.031867464,Non-Consumable,101.0016,OUT027,1985,Medium,Tier 3,Supermarket Type3,2125.2336
DRE49,20.75,Low Fat,0.021370201000000002,Drinks,153.0024,OUT017,2007,Unknown,Tier 2,Supermarket Type1,2277.036
FDJ08,12.857645184136183,Low Fat,0.193772568,Foods,190.3846,OUT019,1985,Small,Tier 1,Grocery Store,573.2538
FDT39,6.26,Regular,0.009866049,Foods,151.1366,OUT035,2004,Small,Tier 2,Supermarket Type1,2267.049
FDE08,18.2,Low Fat,0.082551042,Foods,147.3734,OUT010,1998,Unknown,Tier 3,Grocery Store,296.9468
NCD06,13.0,Non-Edible,0.099729888,Non-Consumable,46.306000000000004,OUT018,2009,Medium,Tier 3,Supermarket Type2,559.2719999999999
FDB57,20.25,Regular,0.018801549,Foods,222.1772,OUT035,2004,Small,Tier 2,Supermarket Type1,5559.43
NCT54,8.695,Non-Edible,0.11972145099999999,Non-Consumable,95.5094,OUT049,1999,Medium,Tier 1,Supermarket Type1,1237.7222
DRF49,7.27,Low Fat,0.071222087,Drinks,113.5518,OUT045,2002,Unknown,Tier 2,Supermarket Type1,569.259
FDM25,12.857645184136183,Regular,0.060371962,Foods,174.0712,OUT027,1985,Medium,Tier 3,Supermarket Type3,3866.9664
FDF20,12.85,Low Fat,0.033287541000000004,Foods,198.4768,OUT045,2002,Unknown,Tier 2,Supermarket Type1,1379.5376
FDH27,7.075,Low Fat,0.05858462,Foods,142.7128,OUT018,2009,Medium,Tier 3,Supermarket Type2,1869.5664
FDV60,12.857645184136183,Regular,0.11679292,Foods,196.21099999999998,OUT027,1985,Medium,Tier 3,Supermarket Type3,5499.508000000001
FDY59,8.195,Low Fat,0.031452265,Foods,94.3462,OUT049,1999,Medium,Tier 1,Supermarket Type1,925.462
FDK36,7.09,Low Fat,0.00721395,Foods,47.9034,OUT035,2004,Small,Tier 2,Supermarket Type1,583.2408
NCM31,6.095,Non-Edible,0.081196619,Non-Consumable,141.4154,OUT046,1997,Small,Tier 1,Supermarket Type1,1418.154
FDE33,19.35,Regular,0.049916364000000005,Foods,80.2644,OUT017,2007,Unknown,Tier 2,Supermarket Type1,942.7728
FDU36,6.15,Low Fat,0.04627095,Foods,99.3384,OUT046,1997,Small,Tier 1,Supermarket Type1,2364.9216
FDV13,12.857645184136183,Regular,0.02747716,Foods,87.9856,OUT027,1985,Medium,Tier 3,Supermarket Type3,3251.7672
FDV20,12.857645184136183,Regular,0.10470453699999999,Foods,125.2678,OUT019,1985,Small,Tier 1,Grocery Store,254.3356
NCQ54,17.7,Non-Edible,0.012540003000000001,Non-Consumable,167.0474,OUT035,2004,Small,Tier 2,Supermarket Type1,5895.659000000001
FDO23,17.85,Low Fat,0.147023834,Foods,93.7436,OUT018,2009,Medium,Tier 3,Supermarket Type2,1134.5232
DRE60,9.395,Low Fat,0.15965759599999998,Drinks,224.972,OUT045,2002,Unknown,Tier 2,Supermarket Type1,7696.648
DRP47,15.75,Low Fat,0.141398626,Drinks,250.5382,OUT017,2007,Unknown,Tier 2,Supermarket Type1,2775.7202
FDB21,7.475,Low Fat,0.148821808,Foods,241.2854,OUT045,2002,Unknown,Tier 2,Supermarket Type1,5317.0788
FDR04,7.075,Low Fat,0.06613202877895127,Foods,98.0068,OUT018,2009,Medium,Tier 3,Supermarket Type2,874.8612
FDX23,6.445,Low Fat,0.029691762000000003,Foods,92.6436,OUT046,1997,Small,Tier 1,Supermarket Type1,1039.9796
FDX19,19.1,Low Fat,0.09671552300000001,Foods,235.0958,OUT035,2004,Small,Tier 2,Supermarket Type1,3038.0454
FDD40,20.25,Regular,0.014790558999999998,Foods,193.6162,OUT035,2004,Small,Tier 2,Supermarket Type1,3848.324
FDA01,15.0,Regular,0.054378253,Foods,59.1904,OUT046,1997,Small,Tier 1,Supermarket Type1,527.3136
FDS33,6.67,Regular,0.123428594,Foods,89.1514,OUT046,1997,Small,Tier 1,Supermarket Type1,2390.8878
FDM50,12.857645184136183,Regular,0.029943462999999997,Foods,60.222,OUT027,1985,Medium,Tier 3,Supermarket Type3,1677.816
FDB29,16.7,Regular,0.052368060999999994,Foods,112.7176,OUT013,1987,High,Tier 3,Supermarket Type1,801.6232
FDF46,7.07,Low Fat,0.09386114400000001,Foods,115.5834,OUT045,2002,Unknown,Tier 2,Supermarket Type1,1267.0174
FDA33,6.48,Low Fat,0.033968647000000005,Foods,148.0076,OUT045,2002,Unknown,Tier 2,Supermarket Type1,886.8456
FDC08,19.0,Regular,0.173154079,Foods,228.27200000000002,OUT010,1998,Unknown,Tier 3,Grocery Store,452.744
FDB53,13.35,Low Fat,0.139735226,Foods,147.5392,OUT045,2002,Unknown,Tier 2,Supermarket Type1,3877.6192
FDY31,12.857645184136183,Low Fat,0.043351895999999994,Foods,146.6418,OUT027,1985,Medium,Tier 3,Supermarket Type3,4414.254
DRQ35,12.857645184136183,Low Fat,0.042086652,Drinks,122.4388,OUT027,1985,Medium,Tier 3,Supermarket Type3,5448.9072
FDX36,9.695,Regular,0.12848269,Foods,223.9404,OUT049,1999,Medium,Tier 1,Supermarket Type1,4950.8888
DRD13,15.0,Low Fat,0.049357077,Drinks,62.6168,OUT017,2007,Unknown,Tier 2,Supermarket Type1,958.752
FDC52,11.15,Regular,0.008326735,Foods,149.9708,OUT017,2007,Unknown,Tier 2,Supermarket Type1,1956.1204
FDB45,20.85,Low Fat,0.021362955,Foods,103.2306,OUT049,1999,Medium,Tier 1,Supermarket Type1,2404.2038
NCK19,9.8,Non-Edible,0.151420934,Non-Consumable,194.3478,OUT010,1998,Unknown,Tier 3,Grocery Store,387.4956
FDV51,16.35,Low Fat,0.032511818,Foods,165.0842,OUT013,1987,High,Tier 3,Supermarket Type1,994.7052
FDZ35,9.6,Regular,0.022323658,Foods,101.29899999999999,OUT045,2002,Unknown,Tier 2,Supermarket Type1,1754.3829999999998
NCW17,12.857645184136183,Non-Edible,0.019292355,Non-Consumable,129.9994,OUT027,1985,Medium,Tier 3,Supermarket Type3,3340.9844
FDV59,13.35,Low Fat,0.048124442999999996,Foods,216.7166,OUT045,2002,Unknown,Tier 2,Supermarket Type1,3918.8988
DRH39,20.7,Low Fat,0.09261307,Drinks,76.367,OUT013,1987,High,Tier 3,Supermarket Type1,306.268
FDN60,12.857645184136183,Low Fat,0.094697274,Foods,158.4604,OUT027,1985,Medium,Tier 3,Supermarket Type3,4278.4308
FDU55,16.2,Low Fat,0.035984103999999996,Foods,260.6278,OUT045,2002,Unknown,Tier 2,Supermarket Type1,4425.5726
FDN58,12.857645184136183,Regular,0.056596985,Foods,230.9984,OUT027,1985,Medium,Tier 3,Supermarket Type3,9267.936
FDC41,12.857645184136183,Low Fat,0.2047,Foods,76.867,OUT019,1985,Small,Tier 1,Grocery Store,229.701
FDO01,12.857645184136183,Regular,0.020618324,Foods,129.3994,OUT027,1985,Medium,Tier 3,Supermarket Type3,2055.9904
NCO43,5.5,Non-Edible,0.04709821,Non-Consumable,101.3016,OUT046,1997,Small,Tier 1,Supermarket Type1,3339.6528
FDQ07,15.1,Regular,0.087584126,Foods,221.7456,OUT045,2002,Unknown,Tier 2,Supermarket Type1,6410.3224
FDF28,15.7,Regular,0.038078899,Foods,122.9046,OUT017,2007,Unknown,Tier 2,Supermarket Type1,1992.0736
FDM01,7.895,Regular,0.095102092,Foods,104.4332,OUT017,2007,Unknown,Tier 2,Supermarket Type1,2870.9296
FDY49,12.857645184136183,Regular,0.011953901999999999,Foods,164.5184,OUT027,1985,Medium,Tier 3,Supermarket Type3,2807.0128
FDR24,17.35,Regular,0.062799379,Foods,88.18299999999999,OUT013,1987,High,Tier 3,Supermarket Type1,539.298
NCY18,7.285,Non-Edible,0.031125708999999998,Non-Consumable,174.3054,OUT013,1987,High,Tier 3,Supermarket Type1,4377.635
NCY30,20.25,Non-Edible,0.026005891,Non-Consumable,180.9976,OUT045,2002,Unknown,Tier 2,Supermarket Type1,2716.4640000000004
FDJ22,12.857645184136183,Low Fat,0.09246392,Foods,190.9504,OUT019,1985,Small,Tier 1,Grocery Store,383.5008
DRI37,15.85,Low Fat,0.107765165,Drinks,59.5904,OUT049,1999,Medium,Tier 1,Supermarket Type1,703.0848
FDL27,6.17,Low Fat,0.010647476999999999,Foods,66.3826,OUT049,1999,Medium,Tier 1,Supermarket Type1,1937.4779999999998
NCO30,19.5,Non-Edible,0.015749341,Non-Consumable,182.2608,OUT049,1999,Medium,Tier 1,Supermarket Type1,3307.6944
NCB07,19.2,Non-Edible,0.077628053,Non-Consumable,197.611,OUT049,1999,Medium,Tier 1,Supermarket Type1,3142.5759999999996
FDX25,16.7,Low Fat,0.06613202877895127,Foods,181.2292,OUT018,2009,Medium,Tier 3,Supermarket Type2,2554.0088
FDP59,20.85,Regular,0.056695731,Foods,104.0648,OUT018,2009,Medium,Tier 3,Supermarket Type2,1869.5664
FDR59,14.5,Regular,0.063993068,Foods,260.4594,OUT045,2002,Unknown,Tier 2,Supermarket Type1,5494.8474
FDT27,11.395,Regular,0.06952926200000001,Foods,233.1616,OUT013,1987,High,Tier 3,Supermarket Type1,6093.4016
DRI01,7.97,Low Fat,0.034452949,Drinks,174.0422,OUT046,1997,Small,Tier 1,Supermarket Type1,2586.633
FDU09,7.71,Regular,0.06670068,Foods,55.2956,OUT049,1999,Medium,Tier 1,Supermarket Type1,1255.6988
FDH26,19.25,Regular,0.034699737,Foods,141.7496,OUT046,1997,Small,Tier 1,Supermarket Type1,4093.3384
FDH27,7.075,Low Fat,0.058346939,Foods,142.2128,OUT046,1997,Small,Tier 1,Supermarket Type1,3163.8816
FDN39,12.857645184136183,Regular,0.065203103,Foods,166.0816,OUT027,1985,Medium,Tier 3,Supermarket Type3,5033.448
FDH40,11.6,Regular,0.07892957099999999,Foods,79.9276,OUT046,1997,Small,Tier 1,Supermarket Type1,1137.1864
FDJ56,12.857645184136183,Low Fat,0.18251488100000002,Foods,98.77,OUT027,1985,Medium,Tier 3,Supermarket Type3,2696.49
DRN47,12.1,Low Fat,0.016895293000000002,Drinks,178.56599999999997,OUT018,2009,Medium,Tier 3,Supermarket Type2,898.83
NCO17,10.0,Non-Edible,0.073379745,Non-Consumable,118.244,OUT046,1997,Small,Tier 1,Supermarket Type1,2756.4120000000003
FDX60,14.35,Low Fat,0.08075758,Foods,81.896,OUT045,2002,Unknown,Tier 2,Supermarket Type1,878.8560000000001
FDT22,10.395,Low Fat,0.11227149800000001,Foods,58.222,OUT049,1999,Medium,Tier 1,Supermarket Type1,659.1419999999999
FDX26,12.857645184136183,Low Fat,0.153741385,Foods,182.6292,OUT019,1985,Small,Tier 1,Grocery Store,182.4292
FDG45,8.1,Low Fat,0.127929521,Foods,211.4902,OUT013,1987,High,Tier 3,Supermarket Type1,3610.6334
FDD44,8.05,Regular,0.07838564,Foods,256.4646,OUT035,2004,Small,Tier 2,Supermarket Type1,5153.292
FDS15,9.195,Regular,0.078502143,Foods,108.7596,OUT017,2007,Unknown,Tier 2,Supermarket Type1,2588.6304
FDL51,20.7,Regular,0.047684831,Foods,212.5876,OUT018,2009,Medium,Tier 3,Supermarket Type2,1286.3256
FDL32,15.7,Regular,0.12315965599999999,Foods,110.1544,OUT017,2007,Unknown,Tier 2,Supermarket Type1,1230.3984
FDZ07,12.857645184136183,Regular,0.06613202877895127,Foods,60.2194,OUT027,1985,Medium,Tier 3,Supermarket Type3,1733.7432
NCW53,12.857645184136183,Non-Edible,0.053392944000000005,Non-Consumable,193.8162,OUT019,1985,Small,Tier 1,Grocery Store,384.8324
NCA54,16.5,Non-Edible,0.036715907,Non-Consumable,180.0318,OUT045,2002,Unknown,Tier 2,Supermarket Type1,3969.4996
FDX09,9.0,Low Fat,0.065236932,Foods,176.437,OUT035,2004,Small,Tier 2,Supermarket Type1,7763.228
FDO51,6.785,Regular,0.041947547,Foods,41.2112,OUT013,1987,High,Tier 3,Supermarket Type1,809.6128
FDW49,19.5,Low Fat,0.08288849599999999,Foods,178.6002,OUT018,2009,Medium,Tier 3,Supermarket Type2,1253.7014
FDB27,7.575,Low Fat,0.055390120999999994,Foods,195.2768,OUT046,1997,Small,Tier 1,Supermarket Type1,5715.2272
FDF45,18.2,Regular,0.012194556,Foods,57.7904,OUT013,1987,High,Tier 3,Supermarket Type1,1464.76
FDV02,16.75,Low Fat,0.060495243,Foods,169.8106,OUT013,1987,High,Tier 3,Supermarket Type1,3251.1014
FDY28,7.47,Regular,0.06613202877895127,Foods,214.3218,OUT035,2004,Small,Tier 2,Supermarket Type1,4274.436
FDX31,12.857645184136183,Regular,0.014753811,Foods,231.7958,OUT027,1985,Medium,Tier 3,Supermarket Type3,5375.0034
FDR43,12.857645184136183,Low Fat,0.160707489,Foods,38.019,OUT027,1985,Medium,Tier 3,Supermarket Type3,1318.2839999999999
FDP51,13.85,Regular,0.085622362,Foods,119.4124,OUT018,2009,Medium,Tier 3,Supermarket Type2,2251.7356
FDL52,6.635,Regular,0.046350909,Foods,37.4506,OUT017,2007,Unknown,Tier 2,Supermarket Type1,1176.4686
FDR44,6.11,Regular,0.102920886,Foods,130.4968,OUT046,1997,Small,Tier 1,Supermarket Type1,3523.4136
FDB34,15.25,Low Fat,0.026604781,Foods,86.2198,OUT035,2004,Small,Tier 2,Supermarket Type1,610.5386
FDC50,15.85,Low Fat,0.06613202877895127,Foods,96.4094,OUT035,2004,Small,Tier 2,Supermarket Type1,1237.7222
FDT57,15.2,Low Fat,0.031860325,Foods,235.1248,OUT010,1998,Unknown,Tier 3,Grocery Store,474.0496
FDP22,12.857645184136183,Regular,0.06613202877895127,Foods,52.6666,OUT027,1985,Medium,Tier 3,Supermarket Type3,717.7324
DRE49,20.75,Low Fat,0.021250002,Drinks,150.5024,OUT046,1997,Small,Tier 1,Supermarket Type1,2580.6408
FDM40,10.195,Low Fat,0.159936948,Foods,143.2154,OUT046,1997,Small,Tier 1,Supermarket Type1,2552.6772
FDY32,7.605,Low Fat,0.12950314599999999,Foods,164.021,OUT045,2002,Unknown,Tier 2,Supermarket Type1,3914.9040000000005
FDW07,18.0,Regular,0.142688846,Foods,88.5514,OUT046,1997,Small,Tier 1,Supermarket Type1,796.9626
FDU02,12.857645184136183,Low Fat,0.179484411,Foods,228.9352,OUT019,1985,Small,Tier 1,Grocery Store,916.1408
NCF18,18.35,Non-Edible,0.08916305599999999,Non-Consumable,191.3504,OUT045,2002,Unknown,Tier 2,Supermarket Type1,3259.7568
FDQ56,6.59,Low Fat,0.105761491,Foods,84.8908,OUT049,1999,Medium,Tier 1,Supermarket Type1,1677.816
FDN58,13.8,Regular,0.056960814000000005,Foods,230.0984,OUT049,1999,Medium,Tier 1,Supermarket Type1,3707.1744
FDG35,21.2,Regular,0.00704098,Foods,173.5738,OUT046,1997,Small,Tier 1,Supermarket Type1,2954.1546
FDY34,10.5,Regular,0.011026593999999999,Foods,166.4842,OUT018,2009,Medium,Tier 3,Supermarket Type2,2652.5472
NCE19,8.97,Non-Edible,0.093203257,Non-Consumable,52.7956,OUT045,2002,Unknown,Tier 2,Supermarket Type1,1037.3164
NCK31,12.857645184136183,Non-Edible,0.026916793999999997,Non-Consumable,50.9666,OUT027,1985,Medium,Tier 3,Supermarket Type3,717.7324
NCJ29,10.6,Non-Edible,0.035264298,Non-Consumable,86.1224,OUT045,2002,Unknown,Tier 2,Supermarket Type1,426.11199999999997
FDT59,13.65,Low Fat,0.015908423999999997,Foods,231.1668,OUT035,2004,Small,Tier 2,Supermarket Type1,6911.004
NCX41,19.0,Non-Edible,0.017719277,Non-Consumable,211.0244,OUT046,1997,Small,Tier 1,Supermarket Type1,3811.0392
FDU45,12.857645184136183,Regular,0.035334201,Foods,115.3518,OUT027,1985,Medium,Tier 3,Supermarket Type3,2277.036
FDW24,12.857645184136183,Low Fat,0.065652494,Foods,48.9034,OUT019,1985,Small,Tier 1,Grocery Store,48.6034
FDF22,6.865,Low Fat,0.056919038,Foods,212.8218,OUT049,1999,Medium,Tier 1,Supermarket Type1,5770.4886
FDM60,10.8,Regular,0.048143292000000004,Foods,40.2138,OUT046,1997,Small,Tier 1,Supermarket Type1,690.4346
FDR02,16.7,Low Fat,0.022047313,Foods,110.2886,OUT013,1987,High,Tier 3,Supermarket Type1,1890.2062
DRP35,12.857645184136183,Low Fat,0.090427268,Drinks,126.2336,OUT027,1985,Medium,Tier 3,Supermarket Type3,3195.84
FDS48,15.15,Low Fat,0.027779254,Foods,150.1708,OUT046,1997,Small,Tier 1,Supermarket Type1,1504.7079999999999
NCZ42,10.5,Non-Edible,0.06613202877895127,Non-Consumable,238.3248,OUT010,1998,Unknown,Tier 3,Grocery Store,711.0744
FDZ38,17.6,Low Fat,0.008033611,Foods,174.2422,OUT018,2009,Medium,Tier 3,Supermarket Type2,4311.055
FDH19,19.35,Low Fat,0.033088472,Foods,175.4738,OUT046,1997,Small,Tier 1,Supermarket Type1,521.3214
NCB55,15.7,Non-Edible,0.160663021,Non-Consumable,59.4562,OUT046,1997,Small,Tier 1,Supermarket Type1,829.5868
FDC15,18.1,Low Fat,0.178975721,Foods,155.5288,OUT017,2007,Unknown,Tier 2,Supermarket Type1,1571.2879999999998
FDF11,10.195,Regular,0.017627888,Foods,239.6538,OUT035,2004,Small,Tier 2,Supermarket Type1,2403.538
FDW35,12.857645184136183,Low Fat,0.0194158,Foods,41.6454,OUT019,1985,Small,Tier 1,Grocery Store,83.8908
FDB44,6.655,Low Fat,0.016993225,Foods,211.0586,OUT045,2002,Unknown,Tier 2,Supermarket Type1,844.2344
